"السنة","المركز","البرنامج","تصنيف المستفيد","المنطقة","نوع","عدد المستفيدين",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة عسير","مهتم بريادة الأعمال","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة مكة المكرمة","صاحب فكرة","71",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة مكة المكرمة","صاحب منشآة","64",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة مكة المكرمة","غير ذلك","11",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة مكة المكرمة","مهتم بريادة الأعمال","63",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة نجران","صاحب منشآة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","انثى","منطقة نجران","مهتم بريادة الأعمال","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","Riyadh","صاحب فكرة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","Riyadh","صاحب منشآة","4",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","Riyadh","مهتم بريادة الأعمال","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","المنطقة الشرقية","صاحب فكرة","112",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","المنطقة الشرقية","صاحب منشآة","181",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","المنطقة الشرقية","غير ذلك","7",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","المنطقة الشرقية","مهتم بريادة الأعمال","113",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","غير معرف","صاحب فكرة","18",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","غير معرف","صاحب منشآة","43",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","غير معرف","غير ذلك","4499",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","غير معرف","مهتم بريادة الأعمال","35",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الباحة","صاحب فكرة","2",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الباحة","صاحب منشآة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الباحة","مهتم بريادة الأعمال","3",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الحدود الشمالية","صاحب منشآة","2",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الرياض","صاحب فكرة","120",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الرياض","صاحب منشآة","222",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الرياض","غير ذلك","24",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة الرياض","مهتم بريادة الأعمال","175",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة القصيم","صاحب فكرة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة القصيم","صاحب منشآة","5",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة القصيم","غير ذلك","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة القصيم","مهتم بريادة الأعمال","3",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة المدينة المنورة","صاحب فكرة","51",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة المدينة المنورة","صاحب منشآة","81",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة المدينة المنورة","غير ذلك","10",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة المدينة المنورة","مهتم بريادة الأعمال","85",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة تبوك","صاحب فكرة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة تبوك","صاحب منشآة","3",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة تبوك","مهتم بريادة الأعمال","2",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة جازان","صاحب فكرة","2",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة جازان","صاحب منشآة","5",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة جازان","مهتم بريادة الأعمال","3",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة حائل","صاحب فكرة","3",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة حائل","مهتم بريادة الأعمال","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة عسير","صاحب فكرة","6",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة عسير","صاحب منشآة","11",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة عسير","غير ذلك","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة عسير","مهتم بريادة الأعمال","5",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة مكة المكرمة","صاحب فكرة","89",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة مكة المكرمة","صاحب منشآة","162",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة مكة المكرمة","غير ذلك","8",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة مكة المكرمة","مهتم بريادة الأعمال","154",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة نجران","صاحب فكرة","1",""
"2025","مركز دعم المنشآت","دعم الاعمال","ذكر","منطقة نجران","صاحب منشآة","1",""
