السنة,السنة ميلادي,المنطقة الإدارية,الإدارة العامة بمنطقة/محافظة,إدارة التعليم,المرحلة ,السلطة,مكتب التعليم,جنس المدرسة, جملة سعودي,جملة غير سعودي, جملة طلاب
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظة وادي الدواسر,رياض الأطفال,أهلي,إدارة الإشراف التربوي,بنات,387,25,412
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظة وادي الدواسر,رياض الأطفال,أهلي,مكتب التعليم بالسليل,بنات,162,26,188
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظة وادي الدواسر,رياض الأطفال,حكومي,إدارة الإشراف التربوي,بنات,1637,0,1637
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظة وادي الدواسر,رياض الأطفال,حكومي,مكتب التعليم بالسليل,بنات,505,0,505
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظة وادي الدواسر,رياض الأطفال,عالمي وأجنبي,إدارة الإشراف التربوي,بنات,43,39,82
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة الإبتدائية,حكومي,إدارة الإشراف التربوي,بنات,3949,366,4315
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة الإبتدائية,حكومي,إدارة الإشراف التربوي,بنين,1776,109,1885
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة الثانوية,حكومي,إدارة الإشراف التربوي,بنات,1283,80,1363
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة الثانوية,حكومي,إدارة الإشراف التربوي,بنين,1219,81,1300
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة المتوسطة,حكومي,إدارة الإشراف التربوي,بنات,1421,95,1516
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,المرحلة المتوسطة,حكومي,إدارة الإشراف التربوي,بنين,1473,82,1555
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,رياض الأطفال,أهلي,إدارة الإشراف التربوي,بنات,192,12,204
1446,2025,الرياض,الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,رياض الأطفال,حكومي,إدارة الإشراف التربوي,بنات,820,0,820
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,,بنات,0,0,0
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,,بنين,0,0,0
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالدرعية,بنات,17,4,21
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالروضة,بنات,4487,667,5154
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالروضة,بنين,4229,563,4792
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالسلي,بنات,736,526,1262
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالسلي,بنين,478,164,642
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالشفا,بنات,2197,720,2917
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالشفا,بنين,3302,1113,4415
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعارض,بنات,9504,421,9925
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعارض,بنين,8382,333,8715
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعريجاء,بنات,3361,329,3690
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعريجاء,بنين,3095,283,3378
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعليا,بنات,8266,1151,9417
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالعليا,بنين,3783,844,4627
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالمزاحمية وضرما,بنات,116,18,134
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالمزاحمية وضرما,بنين,388,46,434
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالملز,بنات,1234,781,2015
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالملز,بنين,1013,1115,2128
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالنسيم,بنات,4452,550,5002
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بالنسيم,بنين,4473,670,5143
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم برماح,بنات,55,10,65
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم برماح,بنين,129,20,149
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بطويق,بنات,7348,620,7968
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بطويق,بنين,6599,364,6963
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بقرطبة,بنات,9145,781,9926
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,أهلي,مكتب التعليم بقرطبة,بنين,6547,508,7055
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,معهد العاصمة,بنين,797,24,821
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالدرعية,بنات,4880,996,5876
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالدرعية,بنين,2208,409,2617
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالروضة,بنات,17669,3188,20857
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالروضة,بنين,10399,2653,13052
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالسلي,بنات,14614,2515,17129
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالسلي,بنين,5643,1549,7192
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالشفا,بنات,27753,6169,33922
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالشفا,بنين,16626,3926,20552
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعارض,بنات,14356,475,14831
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعارض,بنين,8689,674,9363
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعريجاء,بنات,17606,5334,22940
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعريجاء,بنين,8561,2810,11371
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعليا,بنات,9890,5821,15711
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالعليا,بنين,4424,2286,6710
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالمزاحمية وضرما,بنات,6777,534,7311
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالمزاحمية وضرما,بنين,2283,186,2469
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالملز,بنات,8136,16450,24586
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالملز,بنين,3589,8869,12458
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالنسيم,بنات,18194,4712,22906
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بالنسيم,بنين,10299,3032,13331
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بثادق وحريملاء,بنات,1824,309,2133
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بثادق وحريملاء,بنين,1319,227,1546
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم برماح,بنات,2283,240,2523
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم برماح,بنين,1499,210,1709
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بطويق,بنات,46499,3017,49516
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بطويق,بنين,21614,1928,23542
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بقرطبة,بنات,31035,3037,34072
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,حكومي,مكتب التعليم بقرطبة,بنين,19835,3313,23148
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,عالمي وأجنبي,مكتب التعليم العالمي والأجنبي بالرياض - بنات,بنات,34759,52819,87578
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الإبتدائية,عالمي وأجنبي,مكتب التعليم العالمي والأجنبي بالرياض - بنات,بنين,9322,21779,31101
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,,بنات,0,0,0
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,,بنين,0,0,0
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالروضة,بنات,2943,372,3315
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالروضة,بنين,4138,431,4569
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالسلي,بنات,564,156,720
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالسلي,بنين,951,145,1096
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالشفا,بنات,1350,427,1777
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالشفا,بنين,3147,713,3860
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعارض,بنات,4885,169,5054
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعارض,بنين,6616,250,6866
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعريجاء,بنات,2464,325,2789
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعريجاء,بنين,3712,338,4050
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعليا,بنات,5189,1600,6789
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالعليا,بنين,5087,1488,6575
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالمزاحمية وضرما,بنات,277,12,289
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالمزاحمية وضرما,بنين,589,22,611
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالملز,بنات,930,720,1650
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالملز,بنين,1380,1636,3016
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالنسيم,بنات,2495,404,2899
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بالنسيم,بنين,4722,515,5237
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم برماح,بنين,255,8,263
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بطويق,بنات,2851,181,3032
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بطويق,بنين,4613,198,4811
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بقرطبة,بنات,3530,192,3722
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,أهلي,مكتب التعليم بقرطبة,بنين,5522,246,5768
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,معهد العاصمة,بنين,509,22,531
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالدرعية,بنات,1786,334,2120
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالدرعية,بنين,2058,334,2392
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالروضة,بنات,6823,1551,8374
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالروضة,بنين,5827,1249,7076
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالسلي,بنات,4850,1017,5867
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالسلي,بنين,4102,1159,5261
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالشفا,بنات,10482,2070,12552
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالشفا,بنين,9269,1801,11070
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعارض,بنات,5758,108,5866
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعارض,بنين,4782,371,5153
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعريجاء,بنات,6850,1762,8612
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعريجاء,بنين,6984,1859,8843
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعليا,بنات,4160,2693,6853
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالعليا,بنين,3721,2155,5876
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالمزاحمية وضرما,بنات,1881,176,2057
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالمزاحمية وضرما,بنين,1659,157,1816
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالملز,بنات,2983,6107,9090
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالملز,بنين,2983,6040,9023
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالنسيم,بنات,6494,1879,8373
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بالنسيم,بنين,5764,2055,7819
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بثادق وحريملاء,بنات,769,85,854
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بثادق وحريملاء,بنين,768,86,854
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم برماح,بنات,962,78,1040
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم برماح,بنين,738,46,784
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بطويق,بنات,15681,822,16503
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بطويق,بنين,11844,975,12819
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بقرطبة,بنات,11546,1324,12870
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,حكومي,مكتب التعليم بقرطبة,بنين,8149,1338,9487
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,عالمي وأجنبي,مكتب التعليم العالمي والأجنبي بالرياض - بنات,بنات,4366,5718,10084
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة الثانوية,عالمي وأجنبي,مكتب التعليم العالمي والأجنبي بالرياض - بنات,بنين,4858,12216,17074
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,,بنين,0,0,0
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالروضة,بنات,1466,183,1649
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالروضة,بنين,2721,295,3016
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالسلي,بنات,236,149,385
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالسلي,بنين,364,135,499
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالشفا,بنات,785,240,1025
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالشفا,بنين,1603,384,1987
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعارض,بنات,3569,170,3739
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعارض,بنين,4695,169,4864
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعريجاء,بنات,1158,87,1245
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعريجاء,بنين,1852,118,1970
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعليا,بنات,3330,639,3969
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالعليا,بنين,3517,718,4235
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالمزاحمية وضرما,بنات,69,13,82
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالمزاحمية وضرما,بنين,199,20,219
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالملز,بنات,526,344,870
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالملز,بنين,707,532,1239
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالنسيم,بنات,1474,189,1663
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بالنسيم,بنين,2730,340,3070
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم برماح,بنين,75,8,83
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بطويق,بنات,1809,133,1942
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بطويق,بنين,3235,163,3398
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بقرطبة,بنات,2390,205,2595
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,أهلي,مكتب التعليم بقرطبة,بنين,3466,204,3670
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,معهد العاصمة,بنين,534,24,558
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالدرعية,بنات,1890,363,2253
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالدرعية,بنين,1971,405,2376
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالروضة,بنات,8305,1497,9802
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالروضة,بنين,7189,1261,8450
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالسلي,بنات,5005,964,5969
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالسلي,بنين,5319,1253,6572
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالشفا,بنات,11354,2156,13510
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالشفا,بنين,11085,2203,13288
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعارض,بنات,6775,139,6914
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعارض,بنين,6959,392,7351
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعريجاء,بنات,7933,1893,9826
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعريجاء,بنين,7332,1847,9179
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعليا,بنات,4271,2570,6841
1446,2025,الرياض,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,المرحلة المتوسطة,حكومي,مكتب التعليم بالعليا,بنين,3757,2151,5908
