السنة ميلادي,السنة هجري,الإدارة العامة,اسم المدرسة,السلطة,المرحلة ,جنس المدرسة
2025,1446,جدة,كنز المتقدمة العالمية رياض اطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,لغات جدة الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,لغات جدة العالمية لرياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,لؤلؤة الكنوز الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,لؤلؤة الكنوز العالمية لرياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,متوسطة أكاديمية الحسن العالمية صفوف ملحقة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة أكاديمية الحسن العالمية صفوف ملحقة - تربية حاصة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الاتحاد العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة الأندلس العالمية - الشاطئ,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الأندلس العالمية - بنات,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الأندلس العالمية بنات - الفيحاء,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الأندلس العالمية بنين - الفيحاء,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة البساط الأخضر العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الفخامة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة الكون العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة المعرفة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة النبلاء العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة أنجال الفكر الأهلية ( مسار مصري ),عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة بمدرسة سارة الإبتدائية العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة بيتي الصغير- مسار دولي,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة دار التربية الحديثة ( مسار دولي ),عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة دار الفرسان الأهلية - مسار دولي,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة دار الفرسان الاهلية دبلوما,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة دار المجد العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة دار جنى العالمية بنات,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة دار جنى العالمية بنين,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة قرطبة الاهلية - مسار الدبلوما الامريكية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة مدارس  المكتشف العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة مدارس الفرات العالمية طالبات,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة مدارس الفرات العالمية طلاب,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة مدارس المكتشف العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,متوسطة مدارس المكتشف العالمية المحدودة (فرع الداون تاون ),عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة مدارس المكتشف العالمية المحدودة قسم التربية الخاصة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,متوسطة مدارس المكتشف العالمية المحدوده ( فرع الداون تاون ),عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدارس أكاديمية لغات جدة الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس أكاديمية لغات جدة المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدارس أكاديمية لغات جدة رياض الأطفال العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الأقصى الثانوية الأهلية مسار دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدارس الأندلس الأهلية الحمدانية دبلوما ابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس الأندلس الأهلية الحمدانية دبلوما رياض1 أطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الأندلس الأهلية مسار مصري رياض أطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس التعلم داخل المرح العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس العرب الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس العرب المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدارس العزز العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الفال المميز  المرحلة الابتدائية مسار دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس الفال المميز للتعليم المرحلة الابتدائية - مسار دولي بنات,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس الفال المميز للتعليم رياض الأطفال – مسار دولي,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الفرات العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الفيصلية الأبتدائية الأهلية للبنات المسار الدولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس الفيصلية الأهلية لرياض الأطفال( المسار الدولي),عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس الكوثر الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس الكوثر الثانوية العالمية بنين,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدارس الكوثر الثانويةالعالمية بنات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,مدارس المكتشف العالميه الابتدائية المحدودة (فرع الداون تاون),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس جامعة الملك عبدالله للعلوم التقنية الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس جامعة الملك عبدالله للعلوم التقنية العالمية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدارس جامعة الملك عبدالله للعلوم التقنية المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدارس دار الذكر الاهلية - القسم المتوسط (مساري دولي ),عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدارس دار الذكر الأهلية للبنين-مسار دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس دار الرواد النموذجية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدارس دار الفرسان الابتدائية الاهلية بنين - مسار دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدارس رواد الخليج الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس رؤية الابتكار العالميه الاهلية الإبتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس عالم الصغار العالمية-المرحلة الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدارس عالم الصغار العالمية-امرحلة رياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس عالم الصغار العالمية - المرحلة الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,مدارس عالم الصغار العالمية - المرحلة المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدارس نخبة الصغار العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدارس نخبة الصغار العالمية مرحلة الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدراس رؤية الابتكار العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة الأذكياء الصغار,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة الآفاق العالمية - المرحلة الإبتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة الآفاق العالمية - المرحلة الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدرسة الآفاق العالمية - المرحلة المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة الحمراء المميزة العالمية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة الدرة الثانوية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدرسة الدعاء الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة الدعاء المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة الدوائر الملونة النموذجية العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة العقول المفكرة العالمية صفوف ملحقة,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة الفائزين  العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدرسة الفائزين المتوسطة العالميه,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدرسة المبدعون المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة المواهب العالمية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة المواهب العالمية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة النبلاء العالمية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة جدة العالمية- بنات - متوسط - تربية خاصة,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة جدة العالمية - القسم الثانوي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,مدرسة جدة العالمية - المرحلة الإبتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدرسة جدة العالمية - المرحلة الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدرسة جدة العالمية - المرحلة المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدرسة جدة العالمية - بنات - ابتدائي - تربية خاصة,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة جدة العالمية - بنات - روضة- تربية خاصة,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة جدة العالمية - بنات – ثانوي - تربية خاصة,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,مدرسة جدة العالمية - بنين - ابتدائي - تربية خاصة,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدرسة جدة العالمية - بنين – ثانوي - تربية خاصة,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,مدرسة جدة العالمية - قسم  الروضة,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة جدة العالمية - قسم الابتدائي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة جدة العالمية - قسم المتوسط,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة جدة العالمية - متوسط بنين- تربية خاصة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدرسة دار الحنان العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة رواد الخليج الابتدائية العالميه,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,مدرسة رواد الخليج العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة رواد الخليج المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مدرسة رواد العلم الابتدائية المسار الأمريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة رياض الرتاج الأهلية الابتدائية  ( مسار دولي ),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة سارة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة عالم التعليم الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة قرية المعرفة العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة كواكب الطفولة العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة لغات جدة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مدرسة مدينتي الصغيرة الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة معارف العلم للتعليم الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة معارف العلم للتعليم العالمية رياض أطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسة معرفة أبحر العالمية صفوف ملحقة,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدرسة مملكتي الصغيرة العالمية لرياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مدرسه العزز العالمية لصفوف محلقه,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مدينتي الصغيرة لرياض الأطفال العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مرام الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مرام العالمية رياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مرام المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,معرفة ابحر العالمية / رياض أطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,معرفة ابحر العالمية المحمدية.,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,معرفة ابحر العالمية لرياض الاطفال المحمدية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,ملحق ابتدائي بالمرجان العالمية فرع المرجان,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق ابتدائي بروضة أروى الدولية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق ابتدائي بروضة الاذكياء الصغار العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق ابتدائي بروضة باحة جدة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق ابتدائي بروضة جسر التعليم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق ابتدائية الفرات العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,ملحق متوسط بمدرسة الفرات النموذجية الإبتدائية الأهلية ( مسار دولي ),عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مملكتي الصغيرة الإبتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مملكتي الصغيرة الثانوية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,مملكتي الصغيرة المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,منارات جدة الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,منارات جدة الثانوية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,جدة,منارات جدة العالمية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,منارات جدة المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,مهد العلوم الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,مهد العلوم العالمية لرياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,جدة,مهد العلوم المتوسطة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,جدة,مهد العلوم المتوسطة العالميه,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,نبع المواهب الابتدائية (مسار مصري),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,جدة,نبع المواهب الثانوية (مسار مصري),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,جدة,نبع المواهب المتوسطة (مسار مصري),عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,جدة,هلا جدة الابتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,جدة,هلا جدة العالمية لرياض الأطفال,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,ابتدائية الاندلس الاهلية بالطائف,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,ابتدائية الأندلس العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية الجيل النموذجية (المسار الدولي),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية الطائف الدولية المسار المصري,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,ابتدائية الطائف الدوليه(المسارالمصري),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية تميم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية شباب الفهد المسار المصري,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,ابتدائية شركة الانجال المبدعه مسار مصري.,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية شروق المملكة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية مدارس الطائف الدولية للبنات,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,ابتدائية مدارس شركة الانجال المبدعة عالمي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,الباكستانية العالمية الاجنبية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,الباكستانية العالمية الاجنبية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,الباكستانية العالمية الاجنبية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,التركية العالمية الاجنبية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,التركية العالمية الاجنبية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,التركية العالمية الاجنبية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,العالمية الهندية الاجنبية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,المدرسة الهندية الإبتدائية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,المدرسة الهندية العالمية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,الهدا العالمية الاجنبية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,الهدا العالمية الاجنبية الثانوية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,الهدا العالمية الأجنبية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,ثانوية الطائف الدولية بنات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الطائف,ثانوية شباب الفهد المسار المصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,ثانوية شروق المملكة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الطائف,ثانوية مدارس الطائف الدولية بنين,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,جيل المستقبل العالمية بنات,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,روضة  شروق المملكة العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة الأندلس العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة الجيل النموذجية (المسار الدولي),عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة تميم العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة جيل المستقبل العالمية بنات,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة شباب الفهد الدولية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة مدارس الطائف الدولية للبنات,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة مدارس شركة الانجال المبدعة عالمي,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضة موطن الفلذات العالمية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,روضه الإبداع الأهلية الاولى- مسار بريطاني,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,شروق المملكة العالمية الاجنبية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,شروق المملكة العالمية الاجنبية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,شروق المملكة العالمية الثانوية-مقررات,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الطائف,متوسطة الطائف الدولية المسار المصري,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,متوسطة الطائف الدوليه(المسارالمصري),عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,متوسطة شباب الفهد المسار الدولي,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,متوسطة شباب الفهد المسار المصري,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,متوسطة شركة الانجال المبدعه مسار مصري .,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,متوسطة شروق المملكة العالمية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,متوسطة مدارس الطائف الدولية,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,مدارس الطائف الدولية الابتدائية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,مدارس شباب الفهد الابتدائية الدولية بنات,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,مدارس شباب الفهد الابتدائية بنات المسار المصري,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,مدارس شباب الفهد المتوسطة الدولية بنات,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,مدارس شباب الفهد المتوسطة بنات -المسار المصري,عالمي وأجنبي,المرحلة المتوسطة,بنات
2025,1446,الطائف,مدرسة الطائف الدولية المتوسطة,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,الطائف,مدرسة شباب الفهد الدولية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الطائف,مدرسة طلائع المبدعين العالمية - ابتدائي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الطائف,مدرسة طلائع المبدعين العالمية - روضة,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الطائف,مدرسة موطن الفلذات العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية اجيال ينبع (مسار مصري - بنات),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية اجيال ينبع(مسار مصري-بنين),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,ابتدائية الجيل الجديد العالمية ( امريكي ),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,ابتدائية الجيل الجديد العالمية ( امريكي ),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية الجيل الجديد العالمية ( بريطاني ),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,ابتدائية الجيل الجديد العالمية ( بريطاني ),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية الفارس العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية الفكر الحديث - مسار مصري,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية رضوى العالمية -المنهج الأمريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,ابتدائية مدارس الحصان العالمية -ينبع,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,ابتدائية مدارس الحصان العالمية (فرع ينبع),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,ابتدائية مدارس الملك عبدالعزيز النموذجية القسم الدولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,المدينة المنورة,‎ابتدائية نبع المعرفة الأهلية(برنامج دولي),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,الكنز العالمية - ابتدائي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,الكنـز العالمية - متوسط,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,المدينة المنورة,المنار العالمية - ابتدائي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,المدينة المنورة,المنـار العالمية - متوسط,عالمي وأجنبي,المرحلة المتوسطة,بنين
2025,1446,المدينة المنورة,ثانوية الجيل الجديد العالمية ( امريكي ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,المدينة المنورة,ثانوية الجيل الجديد العالمية ( امريكي),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,المدينة المنورة,ثانوية الجيل الجديد العالمية ( بريطاني),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,المدينة المنورة,ثانوية الكنز الفلكي العالمية (صفوف ملحقة),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,المدينة المنورة,ثانوية الكنز الفلكي العالمية (صفوف ملحقة),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,المدينة المنورة,ثانوية رضوى العالمية -المنهج الأمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,المدينة المنورة,ثانويـة مدارس الحصان العالمية -ينبع,عالمي وأجنبي,المرحلة الثانوية,بنين
