السنة ميلادي,السنة هجري,الإدارة العامة,اسم المدرسة,السلطة,المرحلة ,جنس المدرسة
2025,1446,الرياض,ابتدائية نافذة النجاح العالمية2,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نبراس العلوم (برنامج دولي),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نجد الأهلية - برنامج دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نجد الأهلية / برنامج دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية نجمة الألفية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نخبة المستقبل العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية ندوة الشرق دبلوما امريكية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية نوابغ الرياض العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نوابغ العلم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نور المعارف العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نور المعارف العالمية / أمريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية نوره العالمية*,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نيار الأهليه مسار دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية نيار دبلوما أمريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية نيوم دبلوما امريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية هنا لنكبر العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة الأبناء العالمية *,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة الألسن العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية واحة الألسن العالمية-,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة العلا العالمية-,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة العلم العالمية - النفل,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة العلم العالمية (العليا),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة العلوم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية واحة العلوم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية واحة النخيل العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية واحة النخيل العالمية(فلبيني),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية وان وورلد انترناشيونال سكول العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية يارا العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية يارا العالمية - المنهج الهندي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,الروضة الهندية,عالمي وأجنبي,رياض الأطفال,بنات
2025,1446,الرياض,ثانوية ابراج المعرفة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابراج المعرفة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن خلدون العالمية-الياسمين,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن خلدون العالمية - المنار,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن خلدون العالمية - الياسمين -,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن خلدون العالمية - عرقه,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن خلدون العالمية / أمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن خلدون العالمية /المنار,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن رشد الجزيرة التعليمية (عالمي),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن رشد الجزيرة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن رشد النموذجية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن رشد النموذجية للتعليم العالمية - بنين,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن رشد الياسمين العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن رشد الياسمين العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية ابن رشد قرطبة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ابن رشد قرطبة برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية أضواء الهداية  العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية أضواء الهداية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الابتكارية /  المسار المصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الإبتكارية دبلومة أمريكية ( إشبيليا ),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الابتكاريه  ( المسار المصري ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الأثير العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الأثيوبية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الأرتيرية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الآفاق العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الافق العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الأفق العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الالسن العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الألسن العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الألسن مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الألسن مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الألمانية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الأمجاد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الأمجاد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الأمريكية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الاوائل الاهلية دبلوما امريكي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الأوزون العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الأوزون العالميه,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الباكستانية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الباكستانية العالمية / أردو,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية البريطانية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية البريطانية العالمية (السفارات),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية البنجلاديشية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية البنجلاديشية العالمية / أردو,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التحدي الأولى العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التربية الإسلامية (الدبلوم الأمريكي),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التربية الاسلامية دبلوما امريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التربية العالمية  (العارض),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التربية العالمية (العارض),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التربية النموذجية الروابي برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التربية النموذجية القيروان برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التربية النموذجية القيروان برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التربية النموذجية برنامج دولي الروابي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التربية والمهارات العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التركية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التضامن / المسار المصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التضامن العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التضامن العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التضامن العالمية / مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التعلم الذكي الأهلية (برنامج دولي ),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التعلم الذكي برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية التعليم المتطور العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية التعليم المتطور العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الثقافة الرقمية - القسم الدولى,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الثقافة الرقمية - القسم الدولى,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الجامعة التطبيقية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الجامعة التطبيقية العالمية-,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الجامعة الدولية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الجودة الاهلية برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الجودة برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الجيل الجديد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الجيل الجديد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الحصان العالمية-بريطاني,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الحصان العالمية (امريكي),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الحصان النموذجية العالميـة,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الحصان النموذجية العالميــة,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الحياة المضيئة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الدانة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرائد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرائد العالميه,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرسالة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرسالة العالمية السليمانية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرسالة العالمية الوزارات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرمال العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرواد  العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرواد الأهلية - اشبيليا - مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرواد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرؤية الجديدة (الوادي),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرؤية الجديدة العالمية ( الوادي ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرؤية الجديدة العالميه,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرؤية الجديدة العالميه (المنار),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الرياض الأهلية (برنامج دولي),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الرياض العالمية/ دبلوما امريكية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية السعودية الأهلية (دبلوم امريكي),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية السليمانية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية السليمانية العالمية / فرنسي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية السيرلانكية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشاملة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشاملة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الشرق  الاوسط العالمية -المروج,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشرق الأوسط الجديدة العالمية / الهندي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشرق الاوسط الجديدة العالمية / هندي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الشرق الأوسط الحديثة العالمية / هندي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشرق الاوسط الحديثة العالمية / هندي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الشرق الاوسط العالمية -اشبيليا,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الشرق الاوسط العالمية أشبيليا,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الشرق الاوسط العالمية المروج,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الصحافة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الصقر العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العرب الوشم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العروبة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية العروبة العالميه,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العلم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية العلم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العلمين العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية العلمين العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العليا العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية العليا العالمية /هندي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفارابي العالمية - بنات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الفارابي العالمية - بنين,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفارس  العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفارس العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الفرسان العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الفرسان العالمية/ أمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفرنسية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفلبينية الأولى العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الفلبينية العالمية الثانية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المتقدمة  العالمية - النهضة,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المتقدمة العالمية - النرجس (بنين),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المتقدمة العالمية - النزهة,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المتقدمة العالمية النزهة,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المتقدمة العالمية النهضة,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المتقدمة العالمية فرع النرجس,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المتقدمة دبلوم امريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المتقدمة دبلومه امريكيه - العقيق -,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المجد نمار برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المدينة الاكاديمية -المسار الفرنسي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المدينة الأكاديمية برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المدينة الأكاديمية برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المدينة الاكاديمية فرنسي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المسار العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المسار العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المطورون العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الملك فيصل العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الملك فيصل العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المملكة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المملكة العالمية _امريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المنهاج / المسار المصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المنهاج/ مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية المنهل الأهلية (التعاون) للبرنامج الأمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية المنهل دبلوما امريكي ( التعاون ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية النخبة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية النخبة العالمية - فلبيني -,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية النصر العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية النصر العالميه,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية النور العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية النور العالميه,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الهندية العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الهندية العالمية / العامه,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الياسمين العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية الياسمين العالمية / هندي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية الينبوع -منهج فرنسي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية بيتش هول العالمية- بنات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية بيتشهول الرياض - بنين,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية تاج الرياض العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية تاج الرياض العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانـوية جاد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية جواهر الرياض العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية جواهر الرياض العالمية- مسار السوداني,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية جواهر الرياض العالمية الثالثة,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية جواهر الرياض العالمية الثالثة مسار سوداني,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية جواهر الرياض العالمية الثانية / أمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية جيل المستقبل العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية جيل المستقبل العالمية / فلبيني,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية خالد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية خالد العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دار  العلوم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دار السلام الأهلية برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دار السلام الأهلية برنامج دولي,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دار الصفوة الأهلية - مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دار العلوم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دارة السلام العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دارة السلام العالمية / هندي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية داوون هاوس الرياض للتعليم,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دلتا العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دلتا العالمية / أمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دلتا مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دنيا الأجيال العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دنيا الاجيال العالميه بنات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دوم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دوم العالمية ( المصيف ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دوم العالمية _ الملقا,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية دوم العالمية الملقا,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دينا العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية دينا العالمية - فرنسي *,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية رحاب المعرفة - مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية رحاب المعرفة مسار مصري,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية رسالة الهدى العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية رواد الخليج  العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية رواد الخليج العالمية المغرزات,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية رؤية المجتمع العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية رياض نجد ( برنمج دولي ),عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية رياض نجد العالمية / دبلوم أمريكي,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ريجات جرمر العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية ريجات جرمر العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية سعود  العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية سعود العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية شبه الجزيرة - مسار سوداني -,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية شعاع العليا العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية صناع العلم العالمية,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية صنوان العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية صنوان العالمية-,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية عبدالعزيز العالمية (سابس),عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية عبدالعزيز العالمية / سابس,عالمي وأجنبي,المرحلة الثانوية,بنات
2025,1446,الرياض,ثانوية غانا العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
2025,1446,الرياض,ثانوية قمم الحياة العالمية,عالمي وأجنبي,المرحلة الثانوية,بنين
